HD,SpType
2337,F3/5 V            
2338,K1 V              
2339,A0 V             
2340,K0 III          
2344,G8 III            
2345,K1 IV             
2346,F5 V              
2347,F7/8 V            
2348,F6 V              
2349,K0 IV             
2350,K5 III          
2351,K1 III          
2352,G5/8            
2353,F6 V            
2354,K4 III          
2355,F5 IV/V         
2360,K0 (III)          
2361,F3 V              
2362,F3 V              
2363,K0 III            
2364,K0/1 III(P)       
2365,F3 V              
2366,M2/3 III          
2367,M3 III            
2374,F5 V              
2375,G8 III            
2376,G8/K0 III         
2377,G5                
2378,F3/5 IV/V       
2380,K3/4 (III)        
2381,F2 V              
2382,K3 III            
2383,F6 V              
2384,K2/3 III         
2385,F2 III          
2386,G2/5 (III)      
2392,K2 III            
2393,A9 V              
2394,F5/6 V            
2395,A9 V              
2396,G5/6              
2397,G5                
2401,K0/1 (III)        
2402,F6/7 V            
2403,K0 III/IV         
2404,G6 V              
2405,A9 V             
2406,F7 V             
2407,G0 V             
2408,F5 (IV)         
2412,K0/1 (III)        
2413,K2 III            
2414,F8/G0 V           
2415,B9/A0 V           
2416,A0 III/IV        
2417,K0 III          
2418,F6 V            
2419,K1 III/IV       
2420,K4/5 (V)        
2425,F8 V              
2426,K2 III            
2427,K2 III            
2428,F5 V              
2429,M2/3 III          
2430,K2/3 III        
2431,F5/7            
2432,F7 V            
2437,G5/8              
2438,M5 III            
2439,K2 III           
2440,K1/2 III        
2441,K1/3            
2447,F5 V              
2448,G3/8              
2449,K1/3              
2450,F7 V              
2455,K1 II             
2456,K1 III           
2457,F7 V             
2458,K0 III          
2459,K2 III          
2465,G3 V              
2466,F8 IV/V         
2467,F5/6 (V)        
2474,F6/7 V            
2475,G3 V              
2476,K0 III            
2477,F5 V              
2478,G0 V              
2479,G5/6 V           
2480,G8 (IV) + F/G    
2481,G0 V             
2482,G5 IV           
2483,K1 III          
2487,K1 (III)          
2488,F6 V              
2489,M3 III            
2490,M0 III           
2491,F5 IV/V         
2492,G3 IV           
2493,F6 V            
2494,G2 V            
2495,A8/9 IV/V       
2496,G6 III          
2497,G0/2 V          
2500,A9/F2 V           
2501,G0/1  V           
2502,K0 III            
2503,G8 III/IV         
2504,K2 III            
2505,K0              
2509,A3/5 II/III       
2510,K1 III            
2511,F5 V              
2512,G8/K0 IV         
2513,G0 V             
2514,A3MA7-F0        
2515,K1/2 (III)       
2516,A9 IV           
2517,G3/5            
2518,F8/G0 IV/V      
2519,G8/K1 (III) + F 
2525,F8/G2             
2526,G2/3 V            
2527,A9 V              
2528,F0/2 V            
2529,K0 III           
2530,K1 III          
2531,F0 V            
2532,G6/8 (IV)       
2533,K0 III          
2538,G5 V              
2539,K1/2 (III)        
2540,F2/3              
2541,G8/K0             
2542,F5 V              
2543,G0/1 V            
2544,G5 (V)            
2545,G8 IV             
2546,F3 V             
2547,F2 V             
2548,K0/2            
2553,K5 III            
2554,F2 V              
2555,K1 III            
2556,K1 (III)          
2557,F0 V              
2558,A4 V             
2565,F6 V              
2566,K0 III            
2567,G1 V              
2568,A5 III/IV         
2569,F0 V              
2570,K4 III            
2571,G0/2 V            
2572,K1 (IV)           
2573,G6 III            
2574,F5 V              
2575,K1 III          
2576,K0 III          
2580,K0/1 (III)        
2581,K0 III            
2582,G3 V              
2583,F6 V              
2584,G1 V              
2585,K2 (III)          
2586,F7 V             
2587,G6 V             
2588,G0              
2593,K2/3  III         
2594,K0 V              
2595,K0 V              
2596,F5 V              
2597,A7/8 V           
2598,K1 III          
2605,G8 (IV)           
2606,G3/5 (V)          
2607,F0 V + (F/G)      
2608,G8/K0 III        
2609,F0 V             
2612,K4 III            
2613,A7 III            
2614,G6/8 (V)          
2615,F5 V              
2616,G1 V              
2617,G0 V            
2618,G5/K1           
2624,K0 III            
2625,F2 V              
2629,F0/2 V            
2630,F2/3 V            
2631,G1 V              
2632,K2/3 III          
2633,G3 V              
2634,K0 III           
2636,F2 V              
2637,K5 III            
2638,K1 V              
2639,G0 V              
2640,F3 V              
2641,A0 V              
2642,G2/3 V            
2643,K1 III            
2644,G3 V              
2645,F7 V            
2646,B9 V            
2648,F5 V              
2649,F3 V              
2650,F8/G0 V           
2651,K3/4 (III)       
2652,G1 V             
2653,F2 IV/V          
2657,F2 V              
2658,A8 V              
2659,K1 III            
2660,K0 IV/V          
2661,F5 V            
2662,F7 V            
2670,G3 V              
2671,K1 III            
2672,K1 IV             
2673,G3/5 V            
2681,F5 V              
2682,K0/1 (III)       
2683,G6/8 (IV)        
2684,K0 III/IV       
2685,F2 III/IV       
2686,F7 V            
2690,K0 III            
2691,G5 V              
2692,F3 V              
2693,K0 III            
2694,F5 V              
2695,K1 III            
2696,A3 V              
2697,G6 V              
2698,G8 III          
2699,K0/2 III        
2700,K1 III          
2704,F5 V              
2705,K1 III            
2706,F7 V              
2707,G5 V             
2708,K1/2 III        
2716,G5 V              
2717,A2 III            
2718,M1 III            
2719,F5 V              
2720,G8 IV/V           
2721,G8 III            
2722,K0 III            
2723,K1 III           
2724,F0/2 III         
2725,ME               
2726,F2 V             
2727,M1 III          
2728,G8 III          
2733,A7 IV             
2734,K3/5 (III)        
2735,G3/5  V           
2736,F5 V             
2737,F2 IV/V (+ A)    
2741,K2/3 (III)        
2742,K1 III            
2743,K0                
2744,K1 III            
2749,G2/3 V           
2750,G                
2751,A4 IV/V         
2752,F3 V            
2753,F3/5 V          
2758,F8 IV/V           
2759,F5 V              
2760,A5 V              
2761,G5 V              
2762,F8/G0 V           
2763,K2 III            
2764,K2 III            
2765,K5/M0 (III)      
2768,G5/6 V          
2780,K3/4  III         
2781,K0 III            
2782,K5/M0 III         
2783,F0 V              
2784,G8 IV             
2785,F2 V             
2786,K2 III           
2787,G5               
2788,G5 V            
2793,K2 (III)          
2794,F5 V              
2795,F0/2 V            
2796,FW                
2797,F2 V              
2798,F6/G0 V           
2799,B9/A0 V           
2800,K0 V             
2801,K1 III           
2802,M1 III           
2808,F7 V              
2809,F6/7 V            
2810,F3 V              
2811,A3 V             
2812,G3 V            
2813,K2 III          
2817,K0 (V)            
2818,G6/8 (V)          
2819,G3 V              
2820,K4 III            
2821,G5 III            
2822,G8 III           
2823,M2 (III)         
2829,A5 IV/V           
2830,A1/2 V            
2831,G2 V              
2832,G1 (V)            
2833,F3 V              
2834,A0 V             
2842,F0 V              
2843,K1 III            
2844,A0 V              
2845,K1 III            
2846,A8/9 V            
2847,G8 III          
2848,K1 III          
2849,F8 IV/V         
2850,F8 V            
2855,F5 V              
2856,F3 V              
2857,A0 III/IV         
2858,K0 III            
2859,A9/F0 V           
2860,F2 V              
2861,G6/8 V            
2862,F6 V              
2863,G6 (III)          
2864,G2 V              
2865,F8 V            
2867,G0 V              
2868,K0 III            
2869,K1/2 III          
2870,G3 V              
2871,A0 IV/V         
2872,K0/1 III        
2878,F8/G0 V           
2879,G0 V              
2880,K0 V              
2881,K1 V              
2882,K0 V            
2883,AP SR           
2884,B8/A0           
2885,A2 V            
2886,F5 V            
2892,K0 V              
2893,G1 V              
2894,K1/2 III          
2895,K0/1 (III)        
2896,F2 V             
2897,K3 III          
2898,A9 IV/V         
2899,G5 III          
2902,K2/3 (III)        
2903,F6 V              
2914,G2 V              
2915,K1 III            
2916,F3 III/IV         
2917,G0 V              
2918,F3 V            
2919,G1/2 IV         
2920,K2 III          
2921,G8 III          
2922,B9/A0 (III)     
2927,G8 IV/V           
2935,K1/2 (III)        
2936,K0 III            
2937,K3 III            
2938,F0 V             
2944,G0 V              
2945,F6 V              
2946,G6 IV/V           
2947,K0/1 III          
2948,G5/6 III/IV       
2949,K1 IV             
2950,F8/G0 V          
2956,G6/8 IV           
2957,AP CR(EUSR)       
2958,G0 V              
2959,F6/7 V            
2960,K5/M0             
2961,G5 V              
2962,G8 V             
2963,A1 IV/V         
2966,G5 V              
2967,G8 (III)          
2968,G3/5 V            
2969,G                 
2970,G3/5 II           
2971,F2 II/III       
2977,G3 V              
2978,A9/F0 V           
2979,F7/8 (V)          
2980,F0 V              
2981,K0 III          
2986,G8 IV             
2987,K3 (III)          
2988,F3 V              
2989,K2 V            
2990,G0              
2991,F2 V            
2995,K1 III            
2996,K0/1 III          
2997,G6 V              
2998,F6/7 V            
2999,F8 V              
3000,G5/6 V            
3001,G1 V              
3002,A5 IV/V           
3003,A0 V            
3004,A8/9 V          
3005,K0/1 III        
3007,M3 III            
3008,G3/5 V            
3009,F8/G1             
3010,G8/K0 III         
3011,G2 V              
3012,K3 III            
3013,K5 III           
3014,A5/7(M)         
3016,F8 V              
3017,F6/7 V            
3018,K1 III            
